customer_id,name,email,phone,country,postcode,created_at
d0efcb46-4a39-4352-911d-dd224eec2fa0,Jamie Wilson,taylor.patel@demo.dev,+336953952440,Brazil,SE3 9ZK,2023-01-22T01:50:16
99759137-286e-e4ef-e61c-66bd7018ee3c,Quinn Davis,casey.smith@demo.dev,+811175937436,Germany,NW3 8NN,2023-07-31T14:32:01
007c7b8d-ecfa-d2fa-bf79-66117837133c,Jamie Brown,avery.patel@test.local,+338217025881,United States,,2023-10-20T22:16:36
827c285c-d225-88a0-a892-a229b76b04ce,Avery Davis,casey.kim@example.com,+12487165391,United Kingdom,,2024-10-31T22:46:06
bc1409c1-32f1-9c88-15f8-f906d6133b69,Jamie Miller,jamie.davis@sample.org,+445301375049,Brazil,N1 4MU,2024-07-01T10:54:39
59d70de1-e232-263c-790c-94db3a6eb4cd,Riley Jones,sam.clark@demo.dev,+338603459035,Australia,W3 2YW,2023-05-24T02:38:51
1586e47c-d19a-6f69-156d-82fb6b390aad,Riley Patel,taylor.miller@test.local,+441172031125,United States,SW2 3XA,2024-02-24T02:41:38
79ded677-079e-9e41-7f6f-d89352910750,Morgan Brown,sam.miller@demo.dev,+497747386955,France,EH4 4EM,2024-03-14T06:41:13
12eb2146-d6a7-cdb8-f9da-e4afa0ce55bc,Taylor Miller,taylor.miller@sample.org,+11250797854,Brazil,B2 1NZ,2023-04-21T22:06:13
e8b35a37-4fbd-d578-23a2-e2846a7bc979,Avery Jones,quinn.jones@example.com,+612871938641,United Kingdom,SW2 9NJ,2024-08-23T16:31:25
a21c12f5-7678-c445-037a-efc8bea7f6b3,Sam Clark,morgan.kim@example.com,,Germany,WC4 2HD,2025-01-01T00:00:00
db273aa8-29ca-c886-6b81-e5e9ce40a186,Jamie Patel,sam.garcia@example.com,+449948054368,Germany,,2024-03-09T21:27:56
81ba910a-54de-0598-b937-939b5fa7930d,Quinn Miller,taylor.garcia@demo.dev,,Japan,L8 1SN,2023-11-17T04:16:02
42b2c66e-5d27-585d-3a71-f7627e75ed27,Sam Brown,sam.wilson@sample.org,+811942995423,Brazil,,2023-01-01T00:00:00
84a14d85-bf91-5491-3e3a-57c0546c29c8,Taylor Davis,jamie.jones@test.local,+498055818931,Germany,WC9 3XN,2023-12-14T21:05:13
7d768b0a-278f-6a21-84e4-a3dd3d168215,Avery Brown,jordan.garcia@example.com,+490659291320,France,L2 4PX,2024-11-29T00:57:57
cb52cd13-ce73-2862-01be-35db62469b63,Morgan Patel,avery.brown@sample.org,+333356801467,Germany,NE6 7MM,2024-11-01T07:14:53
03316cf7-d092-76df-2859-04b3da499505,Sam Brown,alex.jones@example.com,+332601075211,Brazil,EC6 7CD,2024-11-02T11:59:12
f40d4f9e-4c6e-7499-06dd-bb29fea7f574,Quinn Brown,quinn.patel@test.local,+812808042740,France,M7 1EV,2024-02-03T09:46:32
f46182a7-52f1-9e54-8055-c4080c94e832,Casey Wilson,riley.jones@test.local,+613076580229,Australia,W2 5MK,2023-11-06T22:37:06
af4a9892-f0d8-629e-d8c3-77a3aa5c7bd0,Avery Davis,jordan.garcia@sample.org,+614545106603,Germany,M9 8RJ,2023-10-14T14:55:38
c6e19c16-5174-1b4c-e423-78870134a613,Casey Kim,casey.patel@test.local,,France,E9 6TS,2024-03-17T05:07:48
cd5b929b-8b61-5651-9d83-aee44aab5239,Jamie Smith,taylor.clark@sample.org,+335373681207,Japan,E1 3SN,2024-09-28T20:41:37
e64258c6-c3ff-82cd-4eec-5959d32b8cdd,Alex Brown,jordan.miller@demo.dev,+619305502890,United States,NW4 6OO,2023-04-25T21:11:04
da44230e-ba91-f8cc-fafc-7ecc942ceeff,Taylor Wilson,avery.wilson@example.com,+440024825980,Australia,,2023-03-30T02:36:54
51553954-43e7-4dfa-2668-3ccc619949a9,Sam Davis,jamie.wilson@demo.dev,+16366511734,Brazil,NE4 1WF,2023-10-19T18:17:53
3c8b9360-293d-5267-979f-59002c512433,Jordan Kim,jordan.jones@test.local,,France,NE7 8WX,2024-03-25T13:52:38
78147fc9-5d02-9b16-7f8d-2b7114dbfcf9,Taylor Miller,jamie.clark@example.com,+814831855140,France,E4 7VI,2023-03-18T14:22:01
9da9fcdd-f183-511a-922e-ba11a8756c81,Taylor Jones,sam.smith@sample.org,+441735793574,Canada,L5 1TB,2024-10-29T15:02:09
fdb15588-7425-ea0c-917d-fe82cc5ca7a2,Riley Brown,quinn.smith@test.local,+819882124663,France,W5 3HA,2024-03-10T08:09:07
3b0f391e-4296-0da2-2e73-f2af55205c40,Taylor Jones,sam.brown@demo.dev,+14700166943,United States,E3 1HZ,2024-05-09T22:32:11
1ec3496c-a0ed-f378-01de-4434fdf61ffc,Jamie Kim,jordan.miller@sample.org,+499155164994,Germany,B6 8MZ,2023-11-15T09:01:16
fc40823f-a717-0505-5075-8c9d0b5e9bd1,Casey Wilson,casey.wilson@example.com,+448530500713,United States,M2 6YH,2023-03-12T06:02:08
00408141-1ee4-85d5-3e56-524be78c7819,Jordan Smith,alex.patel@test.local,+818928490571,Australia,NW6 8PK,2024-10-17T13:53:19
bf359e04-6675-aae1-75fc-94ac3f2aedd5,Sam Brown,taylor.garcia@sample.org,+616082232772,France,L7 1TQ,2024-02-12T01:20:53
c2a661b6-2e05-6d9d-0b18-20ccbdb785f9,Jordan Kim,morgan.clark@example.com,+441038806229,United States,EC9 1MN,2024-02-25T20:43:31
f7b28584-0e6c-9d89-86cc-098793d323a9,Riley Kim,jordan.wilson@test.local,+614695000473,Canada,W2 9EA,2024-05-18T14:17:35
525864e4-ca39-72d8-2b2a-e4d2b3f045f1,Alex Kim,morgan.patel@example.com,+814851708494,France,N2 9PJ,2023-01-17T11:28:19
166bb7b6-d0c0-cc55-6528-bd94df8608ef,Jamie Patel,taylor.brown@example.com,+443398083948,France,M8 2JZ,2023-05-26T19:30:26
2c1f66e0-9de6-d52a-ef6f-ff97c52a5b9a,Casey Kim,morgan.kim@sample.org,+493887205033,Brazil,N7 5SU,2024-07-25T10:11:08
